"title","title href","display-name-link","display-name-link href","review-date","text","actions","actions href","rating-other-user-rating","point-scale"
"This was Shuri's story - Ok but not best entry","https://www.imdb.com/review/rw8852074/?ref_=tt_urv","donnagrei","https://www.imdb.com/user/ur61883926/?ref_=tt_urv","4 February 2023","I believe a lot of the haters will hate on this because this Black Panther sequel became very much Shuri's story. Or, Shuri and the women of Wakanda perhaps.Actually shifting the focus to the powerful women of Wakanda is one of the things I liked about this film and story. But overall, it just wasn't a GREAT story period. Instead of a sequel we got another origin story - this time for the scientific minded Shuri - and the problem is she just wasn't suited to be the Black Panther. I think the writers did what they could given the circumstances of the untimely passing of its star. And in a way, it made SENSE, but it also ended up feeling like a bridge story and that was unfortunate.Nevertheless there are some good moments, and some sad moments that are much more of a downer than a typical Marvel movie. Initially, I liked the introduction of Namor and the underwater city, which was visually appealing. But again, Marvel wastes a villain on a rather petty dispute that could've been solved had they all just calmed the F down, as it was obvious the girl had not intended to harm anyone with her machine. Bizzare and useless plot!","3 out of 7 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8852074/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Marvel's emotional meta-eulogy to the late Chadwick Boseman that also sets up future Marvel shows on DisneyPlus","https://www.imdb.com/review/rw8743019/?ref_=tt_urv","ObsessiveCinemaDisorder","https://www.imdb.com/user/ur77520024/?ref_=tt_urv","18 December 2022","Black Panther: Wakanda Forever, at its heart, is a meditative film about loss and grief that acts as a meta-eulogy for late actor Chadwick Boseman.Writer-director Ryan Coogler fully commits to the premise and directs in full cinematic glory, energizing this sequel with brightly-paletted cinematography, elaborate costume designs, an awesome soulful soundtrack, and a standout performance from Angela Bassett.Unfortunately, Wakanda Forever runs overlong from being jam-packed with too many side characters in subplots doing the contractually-obligated setup of future films. The franchise obligations end up muddling the sincerity of what Ryan Coogler is artfully saying.The unexpected passing of T'Challa leaves Wakanda vulnerable as other nations are pressuring them to share vibranium. As Wakanda mourns, Queen Ramonda, Shuri, and Nakia fight to protect their nation at the arrival of the Talokan, an ancient Mayan underwater nation, led by Namor.""Everybody mourns in their own way"" was a recurring thought I had throughout Wakanda Forever. This film was how the Marvel producers chose to mourn Chadwick Boseman's passing.There's magic in Ryan Coogler's films that has the audience always rooting for his protagonists. Whether it is Creed or Black Panther, Coogler viscerally pulls you into his heroes as the underdog in every frame, and the whole world is against them. For this reason, out of the solo Marvel movies, the Black Panther movies are consistently the most emotional to sit through. Coogler earnestly carries the themes of grief and loss from beginning to end, giving a solid emotional through line that anchors the film.With her towering air of regality, Angela Bassett commands the screen and carries the film on her shoulders. When the first X-Men film was announced in the 90s, the first fan casting I made in my head was Angela Bassett as Storm. It's easy to picture her god-like, possessed, and summoning lightning from the sky. Bassett naturally carries power and that is on full display as Queen Ramonda.When it came time for Letitia Wright's Shuri to carry the film, she came up short of matching Angela Bassett's dramatic weight. It's not for lack of trying as Wright gives a good performance. I can't put my finger on whether it's the lack of pathos or Letitia Wright herself or the fact that there's an undeniable vacuum at the film's center, but the Shuri character works better as a supporting character.Tenoch Huerta Mejía's Namor was an intriguing antagonist that deserved more time devoted to development. Danai Gurira's Okoye is short-changed from having to wear an unfortunate costume.I didn't care for the Ironheart stuff. There's a kid character that is in line to replace every major Marvel hero now, most likely for building a future Avengers roster. I suspect I'll stop caring the day that transition happens.Admittedly, I was for Marvel recasting the Black Panther role. A person's life is infinitely more than the part they play in a superhero movie. The power was in the producers' hands and despite how unfathomable they say it was, they could have recast and instrumentally make it less of a deal. Even Chadwick Boseman's brother reportedly said Chadwick would have wanted T'Challa's story to continue.I can't help but imagine an alternate universe where Kevin Feige recasted the T'Challa part and the Black Panther story went to new places and perhaps an emotional silent title card for Chadwick Boseman in the credits.In a film predominantly occupied with mourning its lead actor, setting up an upcoming TV show on DisneyPlus just undercuts the sincerity of its tribute. It's such an odd way to mourn someone's memory. But that's just me.The heart of the film, or the eulogy, is all in the soundtrack, featuring Rihanna, Nigerian singer Tems, Fireboy DML, and many other African musical artists. The African-themed playlist is a dynamic, soulful search for meaning after loss. Some songs are crying, some are mourning, and other tracks are celebrations of life.The soundtrack made me want to dance; something I do not ever do. In my theater, two kids got up in the aisle and danced over the end credits-better them than me.","7 out of 23 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8743019/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Namor the merrier.","https://www.imdb.com/review/rw8674341/?ref_=tt_urv","southdavid","https://www.imdb.com/user/ur0715971/?ref_=tt_urv","14 November 2022","Hmm.... I think maybe the problem is me. I need to stop going to see Marvel movies expecting them to change my life as when, like ""Wakanda Forever"", they're just fine, I come away feeling underwhelmed.With King T'Challa succumbing to a mystery illness, his younger sister Shuri (Letitia Wright) struggles with the guilt of being unable to save him. With no Black Panther to defend Wakanda, other countries take the opportunity to try and get their hands on Vibranium deposits. After Queen Ramonda (Angela Bassett) makes it clear that they will not be parting with any, the US discovers another source, deep in the Atlantic Ocean. Their discovery brings them into contact with an undersea Kingdom led by Namor (Tenoch Huerta Mejia), an empire whose use of the mineral makes them a formidable opponent.One of ""Wakanda Forever's"" real problems also provides its most meaningful moments. It is a film about grief, and what people should take from it. The early funeral of King T'Challa, as well as seeing murals of Chadwick Boseman on buildings is genuinely moving - and that is not to even speak of the films one post credits scene. I can't imagine what it was like for the cast to film those various scenes. But it hurts the overall plot of the film. We've just done overwhelming grief with Wanda and it feels like a bit of a redux to do it again here. It's not the only failure of the plot too, Namor is a great character and it's interesting to see him and his world and its painfully obvious that this is going to be the last time they use him, which hamstrings the resolution of the film. I appreciate that a criticism of the MCU has been too reliant on comedy recently but here, for obvious tonal reasons, its desperately lacking.But it's not a bad film. The other great criticism of the MCU recently has been poor visual effects - that is certainly not the case here as Coogler has created another visually stunning film. It's probably lacking one major action scene, but the ones that are present are pretty good. It introduces or rejigs a number of characters that will pay into the MCU for the forthcoming years.I liked it and I thought it was good, but I want to love these films and I'm afraid that again, I couldn't quite get there.","10 out of 37 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8674341/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"The best Marvel movie since Avengers: Endgame!","https://www.imdb.com/review/rw8665509/?ref_=tt_urv","4liReza","https://www.imdb.com/user/ur37330830/?ref_=tt_urv","9 November 2022","Black Panther: Wakanda Forever is a great movie and a great sequel. As expected, this movie is emotional and the makers have done a fantastic job in making this movie. It is really difficult to make a sequel without the star of the original movie, and Ryan Coogler has managed to handle this challenge well.The film is outstanding and manages to depict loss, grief and revenge with a maturity and seriousness that has rarely been seen in the Marvel Cinematic Universe. Like the previous film, this new work is considered one of Marvel's outstanding works. Angela Bassett, Letitia Wright and Tenoch huerta were also able to play their roles well.Black Panther 2 is a beautiful tribute to Chadwick Boseman and his loss. This movie has been able to beautifully portray the sadness of losing a person and apart from that, the action of the movie is also very good.And in the end, This show is undoubtedly the best Marvel movie since Avengers: Endgame. It is an emotional journey that was totally worth waiting for..","59 out of 192 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8665509/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"Fitting Tribute","https://www.imdb.com/review/rw8668717/?ref_=tt_urv","lorna-adair-133-801166","https://www.imdb.com/user/ur27594536/?ref_=tt_urv","11 November 2022","Wow if your not moved by all the little nods to Bosman you have a heart of stone.Marvel is back after playing silly mode with Thor Love and Thunder, for me this is up there with Civil War.From the opening scene to the end one you will on the edge of you seat if not curled up crying. Not one poor performance in fact some Oscar worthy performances.Right as for Namor, wow he is the real king of the oceans, could happily watch a stand alone film , you like him, then hate him and like him again. The underwater effects were stunning, can teach DC a lot.The end scene along with the haunting song is beautiful.","31 out of 93 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668717/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"A distinctive entry","https://www.imdb.com/review/rw8846892/?ref_=tt_urv","Ynocrozplatfom","https://www.imdb.com/user/ur95027801/?ref_=tt_urv","2 February 2023","Although the premise of the entire film is built on shaky grounds, and the resolve, unfortunately, succumbs to the obnoxious ""protagonist has visions and decides to no longer seek revenge on antagonist"" cliché, the movie was eventually able to integrate those pieces from a fragmented style of storytelling during the first acts and tell a somewhat coherent story. Powered by phenomenal performances of the cast from the Wakandan side, the tragic passing of Boseman was utilized to great potential, elevating the movie to end on a solemn and emotional high note, which stands out as a somewhat rare entry in the recent MCU.","4 out of 11 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8846892/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Letitia Wright did NOT do the character justice","https://www.imdb.com/review/rw8674109/?ref_=tt_urv","projects-16267","https://www.imdb.com/user/ur158824426/?ref_=tt_urv","14 November 2022","I'll start with the good -- the overall film production and special effects were great, typical of a modern MCU film.HOWEVER, Letitia Wright, who is the main character was not able to sell it. She failed to carry me through the jouney her chacter was going through, which made the whole movie not believable. She lacked believability and overall star x-factor. She did well as a supporting cast in the original Black Panther movie, but she did not deliver as a main character in this supposed blockbuster MCU movie.Winston Duke as M'Baku was great and was the saving grace of the movie, but it was not nearly enough.There were attempts to incorporate some signature MCU witty / funny dialog, but they all fell short. For the witty dialog to work, you need to be invested in the identity of the characters.","27 out of 38 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8674109/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","1","/10"
"Heartfelt","https://www.imdb.com/review/rw8857727/?ref_=tt_urv","sexyplayboyarkay","https://www.imdb.com/user/ur63474702/?ref_=tt_urv","7 February 2023","A moving film beyond any doubt. Sure, it hits different than some of the other Marvel movies, but it is not a weakness of any kind on its part, but rather a testament to Marvel being able to make new movies and not the same one over and over with different fluff.Yes, it is diverse and it may be called feministic. But I'd rather live in a world where these things are viewed positively and in good faith, rather than cliche or whatever.It leans a lot into the fact of Chadwick Boseman's passing and does so in the best and most respectable way possible. A eulogy and a love letter in a movie form. Not a flick. Not a blockbuster. Rather, something for one's heart and soul, if you care to keep yours open.","9 out of 21 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8857727/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"Eye candy","https://www.imdb.com/review/rw8687575/?ref_=tt_urv","drz","https://www.imdb.com/user/ur0688704/?ref_=tt_urv","21 November 2022","... that is passable as a movie, but feels more like a lost opportunity than a victory. The story is childish yet gory, the acting is mediocre, but action and visuals are pretty good. The thinly (if at all) veiled central theme appears to be the promotion of a race-based alliance against colonial powers, though its tribal and militaristic approach makes the message simply threatening rather than serving as a true counter-narrative to centuries-long wrongdoing. The movie lacks the originality, the uplifting message and the quality of acting of its prequel, and its end reduces the whole thing to being a bridge to a sequel. Yet it was entertaining and truly cringe-worthy moments are few and far in between.","2 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8687575/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"The main character is more of a child than a hero","https://www.imdb.com/review/rw8861927/?ref_=tt_urv","malak-hasan90","https://www.imdb.com/user/ur47331716/?ref_=tt_urv","9 February 2023","The movie is just disappointing. The black panter little sister is not good enough to be the lead in a movie, let along be the black panter. The only good thing is the new creatures they added. These things are always creative and interesting. The movie is also way too long and has very boring parts. It should have been more edited and the lead should have been a more stronger growup woman and not a child looking for revenge and acting in a reckless manner. Even the mourning parts are not interesting at all and everything needs to be fine tuned. All in all, adequate movie but the typical story of bad sequals.","2 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8861927/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Blockbuster of Marvel","https://www.imdb.com/review/rw8672570/?ref_=tt_urv","navjotss-75527","https://www.imdb.com/user/ur158669234/?ref_=tt_urv","13 November 2022","Black Panther Wakanda Forever is one of the best movie of Marvel.The Tribute to Chadwick Boseman is very emotional.The story is Excellent.Music of this movie is mind blowing.Rihanna song is amazing.Letitia Wright done brilliant.Angela Bassett gives amazing performance.Tenoch Huerta as Namor is exceptional.Danai Gurira, Lupita Nyong'o, Winston Duke, Martin Freeman and Dominique Thorne all done absolutely fantastic.The action scenes are wonderful.This movie is just very perfect.The Visuals are Spectacular.Masterpiece by Ryan Coogler And Marvel Studios.Wakanda Forever.My Rating - 10/10.","18 out of 50 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8672570/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"Good not great.","https://www.imdb.com/review/rw8686409/?ref_=tt_urv","sizzlincv","https://www.imdb.com/user/ur97815505/?ref_=tt_urv","21 November 2022","More hyperbolic reviews for this than there was screen time for the titular character. It was brilliantly acted and poorly crafted at the same time. Truly some of the best acting that the MCU has to offer and a great job honoring the late Chadwick Boseman. That being said, RiRi Williams felt forced into this film so Disney can ensure their coffers are filled come her solo spin-off series. It doesn't come as a shock to me given the social awareness boondoggles Disney has produced in Phase 4 that they would choose one of Marvel's biggest comic flops to showcase in the name of ""righteous equality"". That's great on its face, the problem is, her story was never compelling to begin with. The Black Panther was an established Marvel character with an omnibus of great storytelling to his credit. The twenty minutes of screen time we were allowed to see The ""new"" Panther in was decent but I left feeling I deserved a better payoff after sitting for nearly 3 hours. Again, it was ok. Good not great, but that's not going to cut the mustard anymore after 20 years of terrific film making. The bar is too high now and most Marvel fans won't be lowering it anytime soon.","2 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8686409/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Imagination and Creativity","https://www.imdb.com/review/rw8937987/?ref_=tt_urv","haodongcarraway","https://www.imdb.com/user/ur135792339/?ref_=tt_urv","19 March 2023","After a fast-developpimg decade of Marvel, it seems that there may be no epic movie produced. However, this time, the Marvel Studios still shocked me by its costume, makeup, and unbelievable high-end tech shown in the movie. The thing that director wanted to express is clear and simple: Be noble or Mind one's own business. To me, the underwater empire and how is was originated which connected to Maya cultural of Mexico interested me a lot. Moreover, the underwater scene is fresh to me. The director linked this mutation to the Spanish colonization, which is very ironic and sarcastic. On the other hand, the modern world is attributed to the several-centuries colonization.","5 out of 10 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8937987/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"Fine film, but the first movie was better.","https://www.imdb.com/review/rw8677010/?ref_=tt_urv","jebyvyson","https://www.imdb.com/user/ur73504668/?ref_=tt_urv","15 November 2022","Before I give my review of this movie, I have some things to say.: I disagreed about the continuation of this film without recasting the character, T'challa/Black Panther due to the sudden passing of Chadwick Boseman. Chadwick's death hit hard on everybody, but I still want to see the character's story and journey in the MCU, but I guess the studio see that Chadwick is irreplaceable, which is understandable, but I also think they should wait awhile to start production of this film. Ever since Phase 4 started, it has been overall mediocre to begin with. The only acceptable of good out of this phase was Spider-Man: No Way Home and Shang-Chi. The rest of the movies and Disney shows have potential with good moments in them, but it all falls flat with its writing, direction, and some weird agenda they have going on. Because of this, BP: Wakanda Forever will be my last MCU film. After Endgame ended, things haven't been the same. Now, my review.I enjoyed the tribute for Chadwick at the beginning of the movie and Shuri was up next to the throne of Wakanda. After that, it became slow-paced film. There were some good jokes in there, but I wish they could tone it down a bit from one character. I don't like how they dumb down Shuri's character being how she's supposably a smart character into what she is in the film. The editing of this film is a bit weird and the final fight scene was over the place. Namor was a good antagonist, but not as good as the other bad guy characters in the rest of the MCU. The movie was overall an average action superhero movie. I don't think it will be memorable as the first movie since the movie felt high spirited and the second film was just fine.","6 out of 20 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8677010/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"A Weak Overlong Boring Slow-Paced Of A Movie That Still Has It's Moments And Performances","https://www.imdb.com/review/rw8664920/?ref_=tt_urv","HabibieHakim123","https://www.imdb.com/user/ur105506099/?ref_=tt_urv","9 November 2022","Black Panther: Wakanda Forever is a weak overlong boring slow-paced of a movie, it's NOT A BAD FILM, it's more of like a super mediocre average movie that are going super slow and nothing really exciting happening, it is mostly feels empty, the movie still has it's moments and performances, i think all the performance was great, i like some of the visual and sound, but compare to the first Black Panther not only at first the 2018 Black Panther movie feels like a celebration, this one is a grieving, so much things that are just less than the first one, the music is not as good, the fight scene is not as good, and the visual is not as good, so what do i like again about the movie, Namor i think was a pretty good villain, not the best villain ever but he was still pretty good, all the fight scene was pretty good (except the final battle i can count about only 3 or 4 fight scene for 2 hours and 41 minutes movie and yes that's another flop for me, it's too few for a movie this long), final battle was ok again not making me excited or anything, Riri Williams was alright too, i still expected more from her, and the new Black Panther suit was sweet!, not really buying the blue people, so overall i didn't hate Black Panther: Wakanda Forever like i hate Thor: Love And Thunder, and i didn't leave the theater pissed about it like i did with Thor: Love And Thunder, it is another miss twice in a row for an MCU film, a super flawed movie that feels empty, feels long, and feels bored for the most part, still has it's moments and pros in it, not a bad movie, but definitely a disappointment and still a miss.","852 out of 1,492 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8664920/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Stands out from the conventional Marvel!","https://www.imdb.com/review/rw8844555/?ref_=tt_urv","SoumikBanerjee1996","https://www.imdb.com/user/ur46919419/?ref_=tt_urv","1 February 2023","Is it just me, or does this stand out from the rest of the Marvel movies, particularly those released recently? I believe the studio gave director Ryan Coogler free rein to do whatever he wanted with the film, and it shows in his presentation, which is emotionally satisfying and pays tribute to the late Chadwick Boseman!Unlike conventional Marvel, the narrative here slows down as well as cuts down on the action to give each of the main characters sufficient space to prosper. As a result, not only was the story endowed by compelling characters and performances (Angela Bassett and Danai Gurira were standouts for me), but it also massively contributed to the creation of a beautiful world full of wonders and awe.Here I have a question, was James Cameron involved in the creation of this new world? Was he involved in the process in any way? Look I'm not kidding, I'm actually serious; the people of Talokan do bear similarities to the Metkayina clan of Na'vi people in Avatar, I'm not sure if it's just a crazy coincidence or if there's actually some backstory to it, I really wanna know.","5 out of 16 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8844555/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"It's ok. Pandering sometimes takes you out of it.","https://www.imdb.com/review/rw8669348/?ref_=tt_urv","matthewgkeehan","https://www.imdb.com/user/ur53534129/?ref_=tt_urv","12 November 2022","So Namor hates ""colonisers"" for their greed and violence, yet doesn't seem to acknowledge his people's bloodthirst for human sacrifice. MesoAmericans killed hundreds of thousands to ensure the sun would still come up...yet it was the evil white enslaver colonisers that were bad...ok.The pandering will take you out of it.Great performances from many. Great music. Lush visuals.Hated IronHeart. Quite the contrast between sophisticated black Wakandan culture and thug Brooklyn street hood childishness. MarySue genius who is perfect in everywhere...like Shuri...ok.Angela Bassett should have been Storm.Namor was sexy.","5 out of 16 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8669348/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Respectful Homage","https://www.imdb.com/review/rw8668942/?ref_=tt_urv","jace_the_film_guy","https://www.imdb.com/user/ur79005849/?ref_=tt_urv","11 November 2022","Within 30 seconds of the film starting, tears were flowing. Losing a powerful and beloved character in T'Challa is gut-wrenching. ""Black Panther: Wakanda Forever"" is a tribute to him and the filmmakers approach his death with reverence and respect. In T'Challa's absence, the rest of the characters step up to the plate. His younger sister, Shuri, grapples with grief, doubt, and disbelief in a profound way. His mother, Ramonda, wears her heart on her sleeve and the acting performance by Angela Bassett is one of the best in the MCU.Not only are the returning characters excellent, but the new personalities are equally captivating. The film's antagonist, Namor, is a top-tier foe and he brings the story to a deeper level. His conversations, especially with Shuri, are some of the best moments in the film. Their scenes together are dialogue heavy, but everything said is necessary and thoughtful.Though the music is superb, this film is not afraid of silence. There are multiple, near-silent moments that allow the audience to absorb the story. This technique is not used often in modern filmmaking, and I absolutely loved it.Ryan Coogler, the writer/director of ""Black Panther: Wakanda Forever"", had a tall task ahead of him when Boseman passed. With the saga's protector gone, where would the narrative go? This lack of surety is felt throughout the movie. This isn't necessarily a bad thing; it just makes for an uneasy and emotional 2 ½ hour journey.There are a few scenes that took place in the United States that drag a bit and did not have much impact on the plot. I found myself less invested whenever the story left Wakanda or Talokan (Namor's home). The scenes involving the CIA and other American characters did not fit the overall narrative and were only there to set up future MCU projects. This movie does not reach the same level as its predecessor, but they did an admirable job.When the credits rolled (after a stunning mid-credit scene) I wanted to ask the projectionist to run it back again. This is only the second movie this year (the first being ""Top Gun: Maverick"") that I wanted to re-watch immediately following my viewing.Unlike other films in Phase 4 of the MCU, this movie did not rely on jokes or over-the-top action sequences. Instead, ""Black Panther: Wakanda Forever"" paid respectful homage to one of the most beloved characters in modern cinema. Without a doubt, there is a hole left where T'Challa used to be, however, Coogler and his team handled his absence with class.Best Character: Namor
Best Scene: Visiting Talokan
Best Quote: ""Have I not given everything?"" - Ramonda
Best Piece of Score: ""T'Challa""","22 out of 65 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668942/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"New phase need to be phased out.","https://www.imdb.com/review/rw8684251/?ref_=tt_urv","michaelgrc8","https://www.imdb.com/user/ur35200093/?ref_=tt_urv","19 November 2022","This phase of MCU is all about agendas and not storytelling. When they finally start losing enough money hopefully they'll focus on what's important not what is trending. Trends come and go, they'll watch it irregardless of the characters choice of personal life.All the movies and some of the shows have all had this problem and it just brings the whole movie down. I watch and just wait to see when and who it will be. This movie waited near the end to unnecessarily spring this on us and just wasn't necessary.Overall the movie was really good, the usual excellent special effects and great story. They had a lot to overcome and props to Ryan and the actors.","4 out of 12 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8684251/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Disjointed","https://www.imdb.com/review/rw8667461/?ref_=tt_urv","daisukereds","https://www.imdb.com/user/ur26579233/?ref_=tt_urv","11 November 2022","There are too many problems with Wakanda Forever.From a slow pacing and momentum-halting scenes, to strange character arcs (or lack of by the end), strange interactions and lacking dialogues, to a development below the expected scale of this specific sequel.Doesn't help that we got some great and promising trailers!Still, underneath the film that was delivered, there are a lot of things that can be appreciated and would have made a great story! Makes you wonder what the forced changes, due to unexpected situations, made to the script! But there are still things to enjoy like the character of Namor, who has a great introduction and background as well as look (yet feels underdeveloped as it concludes, like Atlantis itself). Some of the emotional tones and character challenges, if steered in a different direction, would have given more weight to the plot. The music and sound mixing are great, as well as general design of clothing and structures.Sadly, I found myself disappointed and bored throughout. With forgettable action and set-pieces, constant sequences that take you out of the movie by generating questions on ""why things aren't done differently"" and a dull ending. Can't really recommend it, and that makes sad. Wait for it on streaming.","333 out of 573 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8667461/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"FINALLY","https://www.imdb.com/review/rw8668932/?ref_=tt_urv","siteoner","https://www.imdb.com/user/ur7644351/?ref_=tt_urv","11 November 2022","They did it! They finally did it!For the first time since Endgame, Feige and company have released a movie that's actually GOOD! I was starting to lose faith in the MCU as a film property (the shows are mostly great, and I still think comic characters and their stories work better as episodic TV than movies, but I digress), but I now have renewed faith. This flick had to pull double duty as a functional narrative and a tribute to its previous star and actually, somehow, succeeds at both.Though I'm starting to question if it's gonna be a theme of the Black Panther movies that the ""villain"" is right about the world.","10 out of 25 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668932/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Worthy Follow up to Black Panther","https://www.imdb.com/review/rw8855893/?ref_=tt_urv","grglmn","https://www.imdb.com/user/ur47597631/?ref_=tt_urv","6 February 2023","I know I am in the minority, but Black Panther just kind of left me cold. It seemed like it was more ""hey look, we fleshed out the fictional land of Wakanda from the Marvel comics and isn't it really cool?"". I know there was as storyline about t'challa and his rival, but I really wasn't feeling it.Wakanda Forever, more drama, more emotions, villains, easier to root for the ""home"" team as the whole world, ansa new, powerful villain and people fight against them.I do admit that the middle is probably longer than it needs to be, but it is a good set up for the rest of the movie. A good ride, after the latest Thor, Dr. Strange, and Black Widow movies I was about ready to give up on Marvel, but Wakanda Forever gives me hope that they can still create a Marvelverse and make a good flick.","4 out of 12 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8855893/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Rating only for the tribute to Chadwick!","https://www.imdb.com/review/rw8670985/?ref_=tt_urv","aalimkhan-65443","https://www.imdb.com/user/ur61607911/?ref_=tt_urv","12 November 2022","Movie is slow paced and disconnected. It was hard to connect with the characters and their emotions, there were times where i felt like forwarding the movie and get over with it. There was no need of streching this movie for this long, the same story they could have completed in 120 minutes or even less. I know some might fine my review that i am exaggerating, but trust me this movie is not what it think when you watch the trailer. The plot was weak, there was no anticipation at all. Anyway, the only reason I rated 6 to this movie is just because they tried to pay the tribute to Chadwick Boseman.","3 out of 8 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670985/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Don't trust all the reviews","https://www.imdb.com/review/rw8691739/?ref_=tt_urv","bdpbwaj","https://www.imdb.com/user/ur123985183/?ref_=tt_urv","24 November 2022","Giving any film a 10 is extremely hard, which is why I chose a 9. The story, the imagery, music and cultural aspects make this story breathtakingly beautiful. The dedication to Chadwick was needed and long over due. Many may feel it was ""too"" much. I think it was well managed and shows the growth of his sister stepping up through the mourning process. This movie will be a final stamp on his legacy and I wouldn't have expected less. Many new aspects were brought in, as well as new characters. The timing on this movie is expected with such a large storyline. The main plot never lost its fire, while still playing into Easter eggs of the future Marvel films and shows to come. This was a huge task for Marvel and I think they did a fantastic job with all aspects. It was a beautiful story about family, tradition and legacy. I loved every minute.","6 out of 13 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8691739/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
