"rating-other-user-rating","point-scale","title","title href","display-name-link","display-name-link href","review-date","text","actions","actions 2","btn","btn 2","actions 3","actions href","actions 4","actions href 2"
"6","/10","More of the same, starring more of the same.","https://www.imdb.com/review/rw8606055/?ref_=tt_urv","Benjamin-M-Weilert","https://www.imdb.com/user/ur100116496/?ref_=tt_urv","13 October 2022","It's amusing to me that Director Colin Trevorrow thinks that there should have only been one Jurassic Park (1993), even after directing two of the sequels in the Jurassic World franchise. I mean, he's not wrong. Spielberg's film is a perfect blend of practical effects that helped bring the horror of rampaging dinosaurs to life. I'd forgive any of the sequels if they actually did anything interesting with the concept past what the original did. As it stands, even bringing back three members of the original cast for Jurassic World: Dominion (2022) just highlighted how repetitive this franchise has become.At the end of Fallen Kingdom (2018), there was a whole wide world of dinosaurs to explore, but the Park and World crews instead team up to go to yet another island filled with resurrected dinosaurs. Sure, some of them have feathers this time around, and we get a few ""new"" dinosaurs fighting old favorites, but it's literally the same plot as ever. Even Jeff Goldblum's character is literally lecturing this fact to the residents of knock-off Apple island. Also, the irony of literal man-eating dinosaurs roaming the world and the human population being more concerned about ""rEtUrNiNg tO tHe bEaCh"" had such strong Jaws (1975) vibes that echo true today.Now, in my opinion, Dominion isn't terrible. It has its fun moments and wraps up some storylines from previous films in the World franchise. The bits in the ""real world"" were a great way to show some moments of potential peaceful human/dinosaur scenarios-which is rare in this franchise. I also found the new character of Kayla Watts (DeWandaWise) to be an extremely interesting individual, both in her background and in sheer awesome character design. More of her, please.More of the same, starring more of the same, I give Jurassic World: Dominion 3.0 stars out of 5.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8606055/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8606055/?ref_=tt_urv"
"6","/10","Disappointed.","https://www.imdb.com/review/rw8285789/?ref_=tt_urv","ItsFrosch","https://www.imdb.com/user/ur80098871/?ref_=tt_urv","29 June 2022","The visuals are great and there is many references to the original movie, but the plot was fast and bit too much. They realy used dinosaurs to the fullest. Also very inaccurate in the dinosaur department. They were a bit too smart, being kind to the main characters and ganging up on the evil ones. Also living in cold weather and land dinosaurs swimming uder an ice??. As a big fan of the movies I'm kind of disappointed.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8285789/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8285789/?ref_=tt_urv"
"3","/10","Terrible !","https://www.imdb.com/review/rw8201663/?ref_=tt_urv","gvanheyst","https://www.imdb.com/user/ur16327826/?ref_=tt_urv","3 June 2022","First of all, I love Pratt and Neill (and the rest of the cast) but they need a good story line. Dominion does not that. Very weak and one bizarre scene after another... see Maverick instead if you are seeking sentiment. SKIP!","19 out of 34 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8201663/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8201663/?ref_=tt_urv"
"5","/10","An agricultural movie that showcases a turkey, locusts and James Bond","https://www.imdb.com/review/rw8222729/?ref_=tt_urv","jasphoton","https://www.imdb.com/user/ur129926198/?ref_=tt_urv","10 June 2022","Colin Trevarrow has hit the final nail on the franchise's coffin by deviating from the central dinosaur themed storyline, with bland dinosaur shots, introducing new uninteresting characters and a weak antagonist. The movie takes inspiration from modern day kaiju movies where the characters are secondary to the primary monster duels which has greatly affected the orginal franchise's plot and character based storyline. The movie could have been directed better by Michael Bay with more explosions and no dinosaurs. The movie makes dinosaur lovers grind their teeths in frustration. Overall a disappointing conclusion to a great franchise.","18 out of 32 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8222729/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8222729/?ref_=tt_urv"
"1","/10","Can I please get my 2 hours and 27 minutes back?","https://www.imdb.com/review/rw8229451/?ref_=tt_urv","TheHollyandIvy","https://www.imdb.com/user/ur126782276/?ref_=tt_urv","12 June 2022","This was just awful. We ended up counting how many times Chris Pratt holds his hand up to the dinosaurs. Jurassic Park was MAGIC. This was a bad gas station bathroom in comparison. Do not waste your money.","16 out of 28 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8229451/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8229451/?ref_=tt_urv"
"7","/10","Story not that great of Jurassic Park Level .. .. .. But still better than many other studios","https://www.imdb.com/review/rw8329695/?ref_=tt_urv","BlueWolf1","https://www.imdb.com/user/ur136445783/?ref_=tt_urv","13 July 2022","Though many of us may feel including me may feel sometimes that story is not that good but I will highlight Pros and Cons that I observed.PROS:
CONS:","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8329695/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8329695/?ref_=tt_urv"
"1","/10","Why this was a bad movie...","https://www.imdb.com/review/rw8322064/?ref_=tt_urv","sos_poseidon","https://www.imdb.com/user/ur113809429/?ref_=tt_urv","10 July 2022","I guess I care more about a plot (it was all over the place so basically there wasn't one), the original Jurassic Park magic (zero here just a show and tell of beasts and the exact same escape situations you've seen 100 times before), the acting (the little girl was HORRIBLE, Chris Pratt was wooden and seemed irritated that the other actors were in the movie, Laura Dern thought she was in a fashion show instead of a movie, Jeff Goldblum was just plain weird and must have gone off script so the film editor hacked up his dialogue). All of those in a movie are distracting and not enjoyable.The only good things were Sam Neill at 74 looked AMAZING and I loved this black lady who was a pilot (yet she only had about 8-minutes of screen time).Also, I absolutely hate it when a movie preaches to me and then ends the movie with what they THINK is an original, profound statement that you've seen and heard a 1,000,000 times before which was - ""we can all get along and live in harmony no matter how different we are"". Yawn.","8 out of 12 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8322064/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8322064/?ref_=tt_urv"
"6","/10","Technically spectacular, but bit disappointing . . .","https://www.imdb.com/review/rw8275397/?ref_=tt_urv","charles000","https://www.imdb.com/user/ur20358701/?ref_=tt_urv","26 June 2022","Technically spectacular, but bit disappointing . . .Visually, perhaps the best yet in the artform of bringing dinosaurs to life. No problem with the suspension of disbelief there, especially with the added details of feathers, and other such anatomically precise renderings.But the story and acting, well, more than a bit disappointing.It seems they were trying too hard to play up the nostalgia and humorous dialogue woven into this. As for generic family viewing, this really is more of a movie for kids, with the parents and adults getting their layers of content almost as more of an afterthought.The one character that really stood out was DeWanda Wise's ""Kayla"", the gritty, been around the block a few times pilot who loves her flying machinery, and takes life as it comes.The usual suspect crew from the previous films in the series gave the story continuity, but the ""magic"" just wasn't there. Not sure how to put this exactly, but it just seemed canned, forced, clicheic, to the point where you could tell what their next line was going to be long before they said it.Isabella Sermon did as good a job as can be expected being the young ""Maisie"", trying to discover the real truth about who she is, where did she come from and so on.The most unfortunate was Jeff Goldblum, who could have been given much better material to work with, but was cast in this very narrow caricature that he had to be confined to.The actual story itself was a bit odd, not so much about dinosaurs living in a human world, but about the evil BioSyn corporation and swarms of giant locusts wreaking havoc upon the civilized world. I get the implications suggested, but it was more than a bit preachy, depicting the popular ""woke"" notion of evil biotech saturated with corruption and ill intent. The ending was Pollyannaish to an extreme, but again, aimed at kids for the most part.This could have been so much more than what it turned out to be, but then again it could have also been worse.If there is a next one of these, maybe they'll get it closer to what it could become.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8275397/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8275397/?ref_=tt_urv"
"1","/10","A heist movie at best","https://www.imdb.com/review/rw8318793/?ref_=tt_urv","bakaeunji","https://www.imdb.com/user/ur124014334/?ref_=tt_urv","9 July 2022","This is a boring, confusing instalment of a once beloved franchise. There's barely any dinosaur scenes? Not substantial, edge of your seat, cinematic dinosaur scenes that we've come to love. Very boring, no real storyline.","8 out of 12 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8318793/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8318793/?ref_=tt_urv"
"7","/10","Not A Bad Movie","https://www.imdb.com/review/rw8543749/?ref_=tt_urv","kylecawvey","https://www.imdb.com/user/ur134223569/?ref_=tt_urv","14 September 2022","I saw the ratings here on IMDB and waited for it to stream instead of seeing it in theaters. I regret that decision. It was a fairly decent movie. I'd say that the story line used a lot of elements that I've already seen in other movies and wasn't original such as the evil corporation. Also, the movie was a bit too long. I was expecting more of an ""End of the World"" vibe and it was certainly lacking in that department. That being said it doesn't deserve less than a six rating. I give it a seven. I love that they brought back so many actors from the original Jurassic Park and the urban scenes were really cool. There just needed to be more and they just barely missed the mark.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8543749/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8543749/?ref_=tt_urv"
"8","/10","...I actually liked it!","https://www.imdb.com/review/rw8232810/?ref_=tt_urv","kdirmaier-35421","https://www.imdb.com/user/ur113302191/?ref_=tt_urv","12 June 2022","I saw the reviews before going to see this movie, so I had low expectations, but I gotta say, this movie isn't that bad, in fact it's pretty good. It's a TON of fun, and the original characters add some life to this movie that felt missing from the other Jurassic World films. The plot is the only thing that kind of doesn't work, but even so it's not bad, it's just passable. The action scenes are amazing, and the adventurous globetrotting feel of this movie makes it stand out from the others. The dinosaurs, of course, are awesome, and there are some touching scenes with them here. In the end, it's kind of the dinosaurs themselves that are the emotional center of this film. Best Jurassic movie since The Lost World.","5 out of 6 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8232810/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8232810/?ref_=tt_urv"
"7","/10","Jurassic World Dominion - The Last Jurassic World?","https://www.imdb.com/review/rw8542787/?ref_=tt_urv","GeneralHail","https://www.imdb.com/user/ur60560550/?ref_=tt_urv","14 September 2022","I have to say that I liked it, I really enjoyed it. I watched in the cinema with my wife, we both did like it.Of course it has some flaws and some movie/logic mistakes. But it's a movie, I'm here to enjoy it and not search for every little tiny bit that I didn't like about it.For me it was a must-watch just because of the old cast coming back for it. Sam Neill, Jeff Goldblum and Laura Dern. (If you grew up with the first Jurassic Park movie and liked the old cast, it definitely is worth seeing it.)The plot has some holes and it isn't perfect, but I went there to see some dinosaurs and it serves some dinosaurs. Also it has some references to the old Jurassic Park movies with some scenes and some quotes to it. I liked it for what it was, the plot could have been a bit better and not so predictable, but what should you expect after already 5 Jurassic Park/Jurassic World movies. We got some new dinosaurs to see, the CGI is great, the sounds that they created for it were nice and unique. I'd have wanted a little bit more dinosaurs, more Spinosaurus and more raptors and less subplot, but I still enjoyed it.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8542787/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8542787/?ref_=tt_urv"
"1","/10","This movie should be rated B for boring!","https://www.imdb.com/review/rw8221950/?ref_=tt_urv","curiousjasmine","https://www.imdb.com/user/ur62852858/?ref_=tt_urv","10 June 2022","It is unrealistic too drawn out the plot is lousy and seems non existent. It just has scenes that are action packed yet unsatisfying. The timing makes it more absurd. The lines are so vapid. The stars featured do not distract me from how bad it is.The most original things are little noticable things that still do not make it worthwhile such as a flying motorcycle and people sneaking into a prohibited area. It is sickening. I am glad that I was treated to this garbage but disheartened that I had to sit through it. I recommend skipping it!","29 out of 56 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8221950/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8221950/?ref_=tt_urv"
"6","/10","For fans only","https://www.imdb.com/review/rw8222683/?ref_=tt_urv","steveinadelaide","https://www.imdb.com/user/ur25255776/?ref_=tt_urv","10 June 2022","Four years after Isla Nublar was destroyed, dinosaurs now live-and hunt-alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.The movie is driven by action and visual effects, with little care given to things like character development or a well-written plot. The pace is fast, and the movie is exciting, but it's forgettable. The dialogue is often cheesy, and the acting is just okay with Sam Neill, Jeff Goldblum, and Chris Pratt phoning it in. There are a few themes that pop up such as the dangers of messing with nature, but they are quickly abandoned in favour of more action.Jurassic World Dominion is a movie that is best enjoyed as a mindless popcorn flick. It's not going to win any awards, but it's entertaining enough. If you're a fan of the franchise, you'll enjoy it. If you're not, this movie isn't going to change your mind.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8222683/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8222683/?ref_=tt_urv"
"6","/10","Not exactly what I was expecting, but a decent movie","https://www.imdb.com/review/rw8275630/?ref_=tt_urv","brycealley-17667","https://www.imdb.com/user/ur154049036/?ref_=tt_urv","26 June 2022","I am not going to lie, I didn't hate this movie but I also didn't love this movie. The movie flipped and flopped between multiple locations and had a ton of action scenes and it felt overwhelming at times. The movie (at times) felt like it didn't follow a singular storyline and it made it hard to follow sometimes. I thought the actors did a great job, but the movie felt like it relied on a bunch of cgi dinosaur scenes to keep it going. The movie also brought in characters from the original movies and it relied on you kind of knowing who they are to really care about them. Thus it's a little hard to care about a quarter of the cast if you haven't seen the original movies. Don't get me wrong, I love all of these movies for different reasons and this movie is not excluded from that. The movie was really well made and I really enjoyed the combination of old and new characters. I was not expecting to see the original characters throughout pretty much the whole movie and I felt it was a little awkward to throw them into this already established story and character connections in this Jurassic world storyline. I think this would be a good bookend to this movie franchise. No matter, this movie was a pretty good movie.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8275630/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8275630/?ref_=tt_urv"
"1","/10","Is this mission impossible 9 or a Jurassic Park movie?","https://www.imdb.com/review/rw8357954/?ref_=tt_urv","Harry-Anderson1967","https://www.imdb.com/user/ur139972867/?ref_=tt_urv","22 July 2022","First off this feels like a mission impossible movie with dinosaurs. LOL!The animation on this is horrible as well. The puppets are just as bad. The original movie that was made 30 years ago had better animation and puppets. What is going on?They charge us full cinema prices but they skimp on animation? I'm done.Chris Pratt, what are you doing man? Enough is enough. You are an A list movie start. Don't sell out.","15 out of 26 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8357954/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8357954/?ref_=tt_urv"
"6","/10","Nostalgia time!","https://www.imdb.com/review/rw8591516/?ref_=tt_urv","Fuad_RMNM","https://www.imdb.com/user/ur149922445/?ref_=tt_urv","6 October 2022","A long back then, who never felt the dinosaur hype? This movie clearly to lit our nostalgic memories about that hype! All the cast from the old movies to the latest movies are perfectly aligned in this movie. Also, rumors said this is the last movie for Chris Pratt and Bryce Dallas Howard to be cast.There are 2 main plots: a) the special kid of brilliant dinosaurs scientist, Maisie Lockwood accidentally hunted down coz she have special DNA; and b) Biosyn company that secretly develops illegal research about dinosaurs, their crop product, and gonna create unintentional global disaster. Ofc, both plots brought us to all the old cast and the new cast.Nostalgia seems vividly can be felt. The screenplay looks like purposively creates nostalgia, especially the scene and the moment. The great cast also supports the greatness of this movie blockbuster. They are well-performed to give specific char personality.However, the main cons are the ordinary storyline. Nothin great or amusing enough. Thrillin sensation or emotional moment? Nah-uh! Besides, every char seems just standard quality or nothing prominent enough. Maybe because they're trying to be fair to give equal screen time for a lot of great actors. Nevertheless, the visuals and music are just fine.In conclusion, it's a good movie to lit our nostalgia for dinosaur phenomenon. It makes us more soothed as if we've passed a long-life journey coz we barely realized how long have been passed since the 1st movie of these came to us. Watch it or missed it, nothin' special but it is still good.6/10.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8591516/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8591516/?ref_=tt_urv"
"1","/10","Do not waste your money","https://www.imdb.com/review/rw8233543/?ref_=tt_urv","dentisthamad","https://www.imdb.com/user/ur153693404/?ref_=tt_urv","13 June 2022","Very disappointing.CGI has many flaws and the storyline is not coherent. They have tried to improve the movie by bringing the original stars from the previous movies but that did not help. The story is weak and lacks coherent.","9 out of 14 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8233543/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8233543/?ref_=tt_urv"
"6","/10","Not good, not terrible","https://www.imdb.com/review/rw8223704/?ref_=tt_urv","edespanr","https://www.imdb.com/user/ur153616551/?ref_=tt_urv","10 June 2022","The movie was full of exciting and fascinating effects (as usual), but the storyline seemed too forced, the original trilogy's adventure/fantasy vibe has gone totally, transformed into a blockbuster action movie, full of clichès and overused elements. Forced and fabricated character developments, or no change at all. New, seemingly exciting, charismatic, but pretty much expected characters along with old, returning characters, who have acted as 'reminders' of the original concept of the movie. The story is still unfinished, could be continued with some new twist, what can be said about this - and the two previous - movies. The acting was average, neither horrible, nor astounding, as expected from a movie like this. Overall, it was exciting and fun to watch, but looking at it more closely, the movie didn't really have a point, it has a strong message though - the same message that appeared in every 'Jurassic Park' movie: do not interfere with nature's laws. The sensible outcome - according to this movie - is symbiosis and peaceful cohabitating. Humanity's greed and curiousity will never change, but it can be 'cured'. However, in order to achieve that, we need certain punches from life, or else we'll never learn from our mistakes - suggests the movie (series).","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8223704/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8223704/?ref_=tt_urv"
"1","/10","Terrible plot & storyline.","https://www.imdb.com/review/rw8233398/?ref_=tt_urv","mdleppert","https://www.imdb.com/user/ur136113684/?ref_=tt_urv","13 June 2022","I took ten 12yo boys to this movie to kick off summer vacation and we almost left we were all so bored. My son & I loved the other movies but this was embarrassing. Can't believe the corny dialog. No story. What a waste. Waited a year and a total disappointment. Surprised all of the actors signed on, I know its $ but :/","9 out of 14 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8233398/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8233398/?ref_=tt_urv"
"10","/10","Amazing End To The ""World"" Franchise...","https://www.imdb.com/review/rw8222695/?ref_=tt_urv","smithdean-22092","https://www.imdb.com/user/ur98765150/?ref_=tt_urv","10 June 2022","I personally thought that this final chapter was done amazingly.The live action dinosaurs and CGI versions of the dinosaurs were ABSOLUTELY INCREDIBLE. They all looked so real. This movie also had THE MOST scenes with the live action puppet versions of the DINO's... and all together the most scenes with dinosaurs than any other previous movie.I see many reviews complaining about the ""lack of"" story about dinosaurs... that's completely not true in any fashion. They do have a few storylines consisting of several non important stories that bring ALL the characters together in the final act. But how much more could the story tellers teach us about these dinosaurs we've seen and studied since the original Jurassic Park in 1993??!!?? We know how they were made and how they've evolved the past 29 years.In closing... THIS MOVIE WAS VISUALLY STUNNING, SCARY, & BEAUTIFULLY PUT TOGETHER. The story was great for each and every character. A beautiful ending to an amazing franchise that has spanned over almost 30 years.I'm very excited where they will take this franchise next??!! I hope they continue with a new storyline and new characters in the next 5 years!If you're a fan of any Jurassic movie... you will definitely love this action filled, dinosaur packed finale! Trust me, you'll be glad you got to see this in the theater and on the big screen! We went to IMAX to see the film this evening.","48 out of 89 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8222695/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8222695/?ref_=tt_urv"
"6","/10","Jurassic World: Dominion - Movie Review","https://www.imdb.com/review/rw8223343/?ref_=tt_urv","harcool","https://www.imdb.com/user/ur151651781/?ref_=tt_urv","10 June 2022","Jurassic World: Dominion is a messy, but fun movie. Seeing the old and new cast and characters interact was just awesome, but the many plotpoints get overwhelming at times, and make it hard to follow along with the story. The dinosaurs don't really get the spotlight, as the movie has a Political Theme going on with life living with the Dinosaurs. The size and scope is the biggest we've ever gotten from a Jurassic Movie, spanning to different continents and locations, which makes for some fun scenes with Dinosaur Chases and Dinosaur. Overall, not what I had in mind to be the epic conclusion to the saga, but still enjoyable. So, as the tagline for this review I have to call it fun but really flawed. It didn't bore me in any way, and I was still able to enjoy the movie and have fun with it.. but it had a HECK TON of Problems.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8223343/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8223343/?ref_=tt_urv"
"6","/10","pretty fun if you start a third of the way through","https://www.imdb.com/review/rw8555024/?ref_=tt_urv","cherold","https://www.imdb.com/user/ur0011762/?ref_=tt_urv","19 September 2022","Dominion starts with a cute little news report explaining how dinosaurs have moved into the rest of the world. It shows dinosaurs all over, including in cities, and there's some fun shots like one of a jungle cat chasing a dog sized dinosaur. It's actually what a lot of the trailer for the movie is pulled from, which is why I was expecting a neat movie about dinosaurs in the cities and countryside instead of what I got, which is another movie with dinosaurs mainly in a big Park type place. (It's a shame the people who made the movie didn't understand what the person who made the trailer did, that a dinosaurs in the city movie would be a really cool thing.)After that enjoyable opening, nothing worth watching happens for about another 45 minutes. It's just tedious dreck and I almost gave up on the movie all together. But at around the 50 minute mark the movie actually starts getting fun. I would recommend skipping forward until you find the place where they're fighting dinosaurs in a skeezy club, which puts you right before a fun chase scene. From there on the movie is actually pretty enjoyable.If you're worried that the movie won't make any sense if you skip the first third don't worry about it because the movie really doesn't make much sense anyway. Just go to Wikipedia and read the first part of the plot summary if you want to feel oriented.Overall this movie is less terrible than the one before it. If they had simply turned the first third of it into like maybe 10 minutes this might actually be a movie that verged on genuinely good.If you've watched all the other movies I'd say go ahead and watch this one too. It's deeply flawed but it has its moments, the cast is good, and the special effects are terrific.","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8555024/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8555024/?ref_=tt_urv"
"2","/10","Wow.......awful!","https://www.imdb.com/review/rw8235665/?ref_=tt_urv","daniel-nightingale1986","https://www.imdb.com/user/ur44945172/?ref_=tt_urv","13 June 2022","The only way this film would have been worse is if the Velociraptor started speaking to Chris Pratt. Ridiculous! Joyless Cash-Grab.Lazy acting....script must have been written by a toddler who has a dinosaur figure......mixed with actors who won't get a big payout like this for the rest of their careers.......except Chris Pratt.Tragic!","9 out of 14 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8235665/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8235665/?ref_=tt_urv"
"1","/10","Its like fast & furious but with dinosaurs","https://www.imdb.com/review/rw8207822/?ref_=tt_urv","mylifeissoundone","https://www.imdb.com/user/ur153477236/?ref_=tt_urv","5 June 2022","This is so far the worst movie of the series. If they want to make another Jurassic movie, i hope they go back into horror root instead of this stupid action, mission impossible, fast & furious chris pratt movie.","22 out of 41 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8207822/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8207822/?ref_=tt_urv"
"1","/10","Absolutely Boring Trash With Stupid Hand","https://www.imdb.com/review/rw8223520/?ref_=tt_urv","tamjidahmed-64578","https://www.imdb.com/user/ur132634159/?ref_=tt_urv","10 June 2022","The story doesn't make any sense. Too much bland and unnecessary long runtime. It's a just short 15 min movie. The movie just looped the same 15 min again and again in different places. Please showcase the hand of Chris Patt in the museum to stop tsunamis and any upcoming diseases. Just show the hand and it will automatically solve all the problems.The whole movie wasn't about dinosaurs, it's all about the stupid hand of Chris Patt.The writer is confused about what to write for the movie! Completely disaster. Jurassic Park should stop and make the movie named "" The problem Solver hand"".","12 out of 20 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8223520/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8223520/?ref_=tt_urv"
"8","/10","When worlds collide.","https://www.imdb.com/review/rw8234743/?ref_=tt_urv","mick-meyers","https://www.imdb.com/user/ur34584418/?ref_=tt_urv","13 June 2022","A good ride for the last of the latest trilogy,l found the long running time didnt go against it.the two worlds of dinosaurs and our own animals living together side by side,plus the old guard of the earlier films mashing together with the younger group makes for an exciting mix.as ever the special effects are top notch but I'm afraid now that audiences have become complacent about such things.another number one film that doesn't own its merit to DC or marvel.","8 out of 11 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8234743/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8234743/?ref_=tt_urv"
"6","/10","Nice Family Movie","https://www.imdb.com/review/rw8248695/?ref_=tt_urv","kllandschulz","https://www.imdb.com/user/ur127729610/?ref_=tt_urv","18 June 2022","The film was really a last Goodbye saying thing.Nice to watch, well done, digital perfection, nice entertainment but easy to forget again.But I do not regret, that I watched the last film of this kind.But do not forget > we are the Dinos now!","1 out of 2 found this helpful.
                        
                        
                             |","Was this review helpful?","Yes","No","Report this","https://contribute.imdb.com/review/tt8041270/rw8248695/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","Permalink","https://www.imdb.com/review/rw8248695/?ref_=tt_urv"
