"rating-other-user-rating","title","title href","username","review-date","text"
"6","Entertaining, but over-the-top and ridiculously unbelievable","https://www.imdb.com/review/rw9558138/?ref_=tt_urv","dave-1205","12 January 2024","The film's narrative hinges on outlandish scenarios and unbelievable action, often veering into unintentionally humorous territory due to its sheer absurdity of specific sequences.While films, even those with mature content, can offer immersive experiences, 'The Beekeeper' falls short. Its graphic elements ('18' UK, 'R' US) juxtaposed with its stretched plot create a tonal disconnect that alienates its intended audience, leaving viewers unable to suspend disbelief.While the film delivers the genre's requisite action sequences, the plot struggles to maintain credibility, often indulging in exaggerated scenarios that feel more amateurish than polishedStepping out of a well-crafted movie is like emerging from a captivating dream, your mind buzzing with the story's echoes. Sadly, ""The Beekeeper"" left me thoroughly indifferent."
"7","Jason Statham and David Ayer are back","https://www.imdb.com/review/rw9560934/?ref_=tt_urv","masonsaul","13 January 2024","The Beekeeper isn't as tight or condensed as the films it borrows from thanks to an unexpectedly dense mythology but it really delivers where it counts. It's essentially Jason Statham beating people up for 100 minutes and it never gets old. Thankfully it doesn't really sequel bait however more of these would definitely be welcome.Jason Statham is never bad even when he's in a dud like a few of his recent films. Even so, it's nice to see his talent and physicality employed in something actually good. Jeremy Irons has the ability to deliver exposition about beekeeping in an engaging manner and Josh Hutcherson is actually awake for this one.Similarly to Statham, David Ayer has had a few misses so it's equally rewarding to see him back doing what he knows best whilst showing he and his team are really good at hand to hand combat. The score by David Sardy & Jared Michael Fry is a huge part of why this works, treating the dumbest twists with the utmost seriousness."
"8","Surprisingly entertaining","https://www.imdb.com/review/rw9557866/?ref_=tt_urv","Bateman_Reviews","12 January 2024","I was going into this with little to no expectations. I was pleasantly surprised that everything in this movie was so satisfying. I felt 0 sympathy for any of the villains or scammers in this movie and it was euphoric to see them get their due reckoning. Of course Jason nails it and makes ever kill and brutal take down very satisfyingOne thing I will say is that the lore behind the Bee Keepers was interesting enough to keep my attention though corny with the hive talk at times it works as world building. I'd recommend this to anyone who is a fan of action movies and likes satisfying conclusions."
"6","🐝🐝🐝🐝🐝 the beekeeper, Jason Statham does it phenomenal","https://www.imdb.com/review/rw9557842/?ref_=tt_urv","kmkevinn-64733","12 January 2024","The Beekeeper buzzes with intensity as it unveils a gripping tale of vengeance that transcends personal vendettas to impact an entire nation. The film takes you on a relentless journey with one man, a former operative of the enigmatic 'Beekeepers.' What begins as a brutal campaign for personal justice quickly escalates into a high-stakes thriller with national consequences. The storytelling is a masterclass maybe mediocre in suspense, weaving a web of intrigue and unveiling layers of a clandestine organization. The protagonist's journey from a solitary avenger to a player in a larger, more dangerous game is both compelling, almost average and chilling. The Beekeeper delivers not only on the promise of riveting action but also explores the shadowy realms of power and conspiracy, making it a must-watch for any fans of gripping thrillers with a touch of espionage intrigue. The 6/10 is appropriate."
"8","A keeper","https://www.imdb.com/review/rw9558686/?ref_=tt_urv","sbweightman","12 January 2024","A really enjoyable revenge action film full of fast paced action and corny bee-related dialogue. Although the character's backstory has been done many times before, the plot has some modern ideas and modern villains which are easy to hate and the strong moral message was quite refreshing. Good acting from a good cast of characters and whilst some of the henchmen are a bit silly, their larger than life presence adds some surprises into what is otherwise pretty standard fare. Good pacing, music and fight scenes keep it entertaining throughout, although the start is pretty slow and the ending rather abrupt."
"7","Doesn't deserve the bad reviews","https://www.imdb.com/review/rw9632416/?ref_=tt_urv","lisaaltmiller","20 February 2024","This film doesn't deserve the bad reviews. If you are going into an action movie thinking the plot is going to be perfect, then maybe action isn't your genre. If you're going into it wanting to be entertained, with lots of fight scenes and things blowing up, then you'll enjoy this movie. Think of something along the lines of The Equalizer meets James Bond. It'll even make you laugh a few times. I wouldn't be surprised if it gets a sequel or two. Is Jason Statham a great actor? No. But is he great in action films like this, that are written for someone like him, yes. It's an entertaining.fast watch."
"7","Very entertaining, especially if you're a Statham fan.","https://www.imdb.com/review/rw9601687/?ref_=tt_urv","Sleepin_Dragon","3 February 2024","Adam Clay on the surface is a calm character, a man who keeps brees, but underneath he's part of a network of powerful, dangerous killers known as Beekeepers. One day a friend of his is taken by scammers, he vows to take revenge.Once again, I find myself thoroughly entertained and very satisfied by one of Jason Statham's high octane, action films.It's way over the top, and some of the dialogue is beyond abysmal, so corny, but the core essence is rather emotive, who hasn't been annoyed recently, hearing of some elderly person being scammed out of their life savings.Some of the talk about bees is honestly cringe worthy, but that's the charm of the film, it's not trying to take itself too seriously.Lots of great action scenes, very well staged, and Statham is just so cool.On the debit side, Agent Parker isn't a particularly good character, and some of the American accents are a little dodgy, Jemma Redgrave's in particular is a little dodgy.I really did enjoy it.7/10."
"6","I want a second but with new writers","https://www.imdb.com/review/rw9689860/?ref_=tt_urv","brolsen-98886","20 March 2024","So I rated this higher than it has a right to be rated but I don't want to take away from what could've been and what could be if there is a sequel.This clandestine organization known as the Beekeepers is really compelling. I love the idea of this movie. However, the only good thing about this was Jason Statham and Jeremy Irons. The supporting actors were horrible and cartoonish. It went from being prospectively a terrific movie in the beginning, to just comical and not in a good B-movie (no pun intended) type of way.The thing that destroyed this movie was the character writing. Statham's character didn't have much background and was an easy write as a typical elite action hero. Even so, they gave him some cheesy dialogue at times. Jeremy Irons was the only realistic character. Everyone else, especially the money folks, were like goofy caricatures of cartoon villains. His FBI tail, being his neighbor's (that he is avenging) daughter, had the most unrealistic plot line and character development you can imagine. She had zero grief nor internal conflict displayed. If they had gone a more serious direction, this movie would've been knockout. They should make a sequel with better writing."
"7","A great Jason Statham Flick!","https://www.imdb.com/review/rw9558753/?ref_=tt_urv","subxerogravity","12 January 2024","Important to put it like that.This is the type of film I would expect from Statham. It reminds me of films like The Transporter and Crank but in fairness comparing The Bee Keeper to the others The Bee Keeper takes itself a little more seriously with a plot of standing up for the underdog ageist big business that makes the path of revenge this movie goes down even sweeter.Statham takes his homage of the 80s action hero to a new level of invincibility that would humble Dominic Toretto. I mean some of the action sequences were just wild from beginning to end, but I ate it up!Statham is serving up the best man meal i had for a while and its as sweet as Honey!"
"4","I am a big Jason Statham fan, but this movie failed to excite me.","https://www.imdb.com/review/rw9558632/?ref_=tt_urv","imseeg","12 January 2024","I was excited to see a new action movie with Jason Statham (one of my favorite ACTION actors) and although his figting scenes are still okay (ish), they weren't exhilirating. But there is something worse...The bad: Jason Statham (although in a leading role) doesnt get much screen time. A lot of the time we ONLY get to see a bunch of bland FBI agents, who arent impressing me in any way with their subpar acting performances.Nor do these FBI agents come across as credible by the way, constantly missing Jason Statham when they have all the time and opportunity to kill him point blank. Quite silly.More bad: the other supporting actors are really bad though, But they (AS WELL) do get a lot of screentime. So annoying.Not any good? Actor Jeremy Irons nails it. He plays the role of a cunning sophisticated bad guy and he is terrific. But what the heck is the distinguished and superb actor Jeremy Irons doing in such a cheap looking action movie? HE is the only redeeming feature of this movie though, besides a few action scenes with Jason Statham.Jason Statham fans beware, this one is quite a dud. Tedious, lame, uneventful."
"9","I enjoyed this tremendously.","https://www.imdb.com/review/rw9613630/?ref_=tt_urv","Fella_shibby","10 February 2024","As a fan of Jason Statham, I took all my family members with me to a nearby Le Reve theatre in Bandra West. My family was like 'yo man!'
This is a fast paced action thriller n has some very brutal scenes for which it is rated as an adult viewing n cos of that my daughter was asked to show her age proof thrice.I hope the film becomes a franchise like John Wick n The Equalizer.This one is hundred times better than the lousy n terrible Expandables 4 which I saw in the same theatre. (In Expandables 4 Iko Uwais is totally wasted. He is such a treat to watch for his Silat n martial arts techniques).Coming back to this film, this one moves at a soild pace n the action is non stop."
"7","Classic Jason Statham","https://www.imdb.com/review/rw9599628/?ref_=tt_urv","alwinsup","2 February 2024","A good none brain thinking action movie. Plenty of things happen during the movie. Good amount of action, story line, acting, build-up time, etc, etc.Jason Statham, as always, delivers his A-performance. At first I was doubtfull; will it not be a movie that is put togheter in less then 4 weeks? However it has a decent quality. People clearly thought about the story line before shooting it. The extra deepness of the story arround the ''bee-keepers'' instead of just acting the average middle class guy gave it a nice extra touch.Just buy your snacks and drink and relax a bit! You will have a good easy time!"
"3","So much action, so little thinking","https://www.imdb.com/review/rw9553732/?ref_=tt_urv","Xavier_Stone","10 January 2024","Written by Kurt Wimmer who is known for The Expendables which seems about right. Nearly all action which was ok, yet the story is just trash. If you're a fan of Jason then this one is just another average film with his stunts and fighting.Other than that the movie lacks any seriousness and the law enforcement roles are comical and everyone just comes out looking like keystone cops. It could have been so much better with a decent director and a lot of tweaks in the script.Sadly, not enough going on here to please anything but the Jason fans. 3 stars for action, zero for everything else. Even the ending is a zero. Park your brain before watching, no thinking required."
"10","Easy 10 for me - Even if I'm in the minority I highly recommend","https://www.imdb.com/review/rw9554886/?ref_=tt_urv","UniqueParticle","11 January 2024","So glad I got to see an early screening in imax on 1-6-24 just couldn't review yet. Anyway such an enriching thrill ride to satisfy any action fan of badass one man army types kinda like John Wick with a different style to it! I've been a fan of Jason Statham for a couple decades now and this is one of his best. The writing is magnificent too Kurt Whimmer is perfect for in depth action extravaganza.For an autistic person that's been scammed numerous times Beekeeper hit the spot; I absolutely loved the way everything played out. Well directed, crystal smooth writing, amazing story and top notch action; highly recommend I'll definitely want to own in 4K!"
"6","Bees","https://www.imdb.com/review/rw9580984/?ref_=tt_urv","parksiet","23 January 2024","I swear if I heard Jason Statham say ""I have to protect the hive"" one more time, I was about to walk out. The Beekeeper has the most bee-related puns since The Bee Movie, and that is not a good thing. The movie will be entertaining for some, but if I'm being honest, we've all seen this movie before. It's a Jason Statham action movie and does not deviate from the pattern. Heck, it's a lesser John Wick. And yet, yeah... the action is good. It's a mindless popcorn flick that escalates quickly, and some will love it for that, however, I see it maybe only being fun after having a few drinks and putting it on with a group of friends - it's pretty silly and very undemanding of its audience. Yes, The Beekeeper is indeed a very mid-January film - lots of cheap thrills and corny one-liners."
"3","Pretty bad","https://www.imdb.com/review/rw9590342/?ref_=tt_urv","martinrobertson300482","28 January 2024","Not sure why i went to see this one as i've not seen most of Jason Stathams movies. And if they're anything like this one i won't be in a rush to revisit them.The movie looked dumb, and it is. Statham is a beekeeper. Both metaphorically and genuinely. Infact the worst part of the film isn't how repetitive and boring the action gets (where Statham is practically untouchable). But the cringey push to make ex-military beekeeper tough guys a thing. You'll definitely get some laughs from how ridiculous it all is. But half the time I couldn't really tell if they were intentional laughs or not.I guess there is enough decent action. Like the farm scene, the middle office attack, and there's a decent brutal fight scene near the end. But even the most promising part of the movie - setting up the great villian for a well deserved ass kicking later. Doesn't pay off. So overall, pretty poor."
"7","The movie is a lot fun","https://www.imdb.com/review/rw9577132/?ref_=tt_urv","rikard-99-353079","21 January 2024","This movie is a LOT of fun. Reminded me of Equalizer, but with less gravitas and more action. The main appeal of the movie is Statham kicking ass and taking no prisoners and you get this in spades. There's a bit of political intrigue, but most of it is a little silly and unrealistic (although having Jeremy Irons in the cast helped to make it not feel TOO corny). The one thing it could have done better was having a more formidable ""boss"" villain. Josh Hutchinson does a great job as the sleazy money villain (far better than I would have expected), but the muscle villain shows up too late and doesn't get enough air time."
"7","""You have laws until they fail... That's why you have me.""","https://www.imdb.com/review/rw9690577/?ref_=tt_urv","darigato","20 March 2024","This is a movie made very much in the image of John Wick (2014). With its overly privileged mogul villain (Josh Hutcherson) and his gang, to its neon tinged settings and innovative fights. But this David Ayer (Suicide Squad) directed brawler has a suave style that sets it apart from its inspiration.It stars out pretty traditionally. Adam Clay (Jason Statham) is contently raising his honeybees and living with elderly Mrs. Parker (Phylicia Rashad) who shares her home with him. When a grave injustice leads to tragedy, it's time for vengeance! Meanwhile, FBI agent daughter Verona (Emmy Raver-Lampman) tries to bring the criminals responsible to justice herself. As she figures out just how deep the crime syndicate goes, she slowly realizes what her new acquaintance is capable of and what his title actually implies...The slow buildup of Statham's titular character mirrors John Wick's introduction exactly. They both share a bond with something or someone they care for. Both are killed by an arrogant crime lord. We get an expositional speech rife with one-liners, this time delivered by Jeremy Irons (The Lion King). The colour palette switches from a soothing beehive yellow and white to over-saturated fluorescent as the film progresses. They even have the old-timely phone operator scene. Switchboard and neon green computer monitors to boot!The parallels to Wick are immediately apparent. One might even call it a new sequel... or a rip-off depending on your viewpoint. The lasting impact of a film can be evident in its imitations. The film White House Down (2014), is similar to the classic Die Hard (1987) as Beekeeper is to Wick. The beats and characters of those films are exactly the same, yet the two directors trademarks differentiate and make them uniquely their own. This film shows that if the formula works, it can still be successful and entertaining, even when repeated.There's a purity to the fights themselves. Very well choreographed and interesting sequences mostly free of CGI. The film trades in Wick's smooth and streamlined long takes for more traditional ""shaky-cam"", however there's not so much static as to distract you from the brilliant fights. The action set pieces include a vivisection by a falling elevator, a mini-gun fight at a gas station and a Wick style mirror hall featuring a very South African mercenary with a metal leg.Because of the practicality of the fights, the stakes are much easier to buy into. It feels much ""realer"" than most action blockbusters today. In this movie, they used special effects sparingly while what could be done without them was kept practical. They definitely understood the task of making a stunt-driven action flick.It's by no means perfect though. There's some choppy editing and some pretty sweaty lines throughout, the majority of which are delivered by Lampman's character, agent Verona Parker. Her only purpose is basically to verbally speak the metaphors of the film to the viewers. The symbolism isn't very subtle by itself either. It has a real problem of underestimating viewer intelligence pretty frequently. The fact that she was allowed to be put in the case of her mother's death immediately without any regard for her being easily emotionally compromised is pretty unlikely.The conflicting morals of her and Clay are actually very good conceptually. Verona represents the laws that exist to protect and to serve the public. Clay is that one that is willing to do whatever it takes, no matter what, to see that justice is served. Because of the corrupt system that allowed these horrible things to happen, Clay's only solution is the attack the system itself. There's essentially a battle between two sides of the same coin going on throughout. Because of that, although Parker is the weakest character, what she symbolizes makes dynamic between her and the Beekeeper stronger.The film does hint at a broader universe throughout and also sets up future stories for Clay and the others he's met on his mission. While leaving many things open ended can be irritating at this point, it definitely does earn it. Given this movie's success, there's no doubt we'll be getting more of these movies in the future.Like Wick, The Beekeeper is a fun adrenaline ride that will leave you wanting more."
"1","one more stupid over the top Hollywood action movie","https://www.imdb.com/review/rw9582961/?ref_=tt_urv","samyakrout-65994","24 January 2024","The only good part the stealth and fitness of Jason Statham.This movie is so bad that where to start. Ofcourse the story didn't delayed and started immediately with a scam and then Jason went on killing spree.The first few actions were a bit relatable and ok but then the story became from good to bad and then worse when the president of USA showed up and the secret service could not even did the job they always were regarded as highly and that js to secure and save the president. No character building and not much of investigation.Its a one man show and the most irritating were those two FBI agents who for no reason were cracking boring jokes on each other and eve though they had chances but never cared to shoot him.The main villain who is again another immature gen z character who js always high on drugs was easily having drugs within the presidential house and killed the fbi director as if nothing to worry about.Damn boring boring and repetitive. All characters were so boring and irritable in nature.The best scene was the ending when i left my seat."
"9","Anti-Scammer Revenge Movie","https://www.imdb.com/review/rw9576855/?ref_=tt_urv","timeblank","21 January 2024","I fell victim to a scam, and it's satisfying to see scammers getting their due in the Beekeeper movie. Jason Statham's action-packed destruction of the building and culprits is glorious. Despite the absurd plot, the theme of justice prevails. The constant investigation of Statham's crimes is annoying, and the movie's direction raises many questions. The initial 30 minutes were captivating, but the eventual disappointment left me perplexed. Nonetheless, I still enjoyed the movie, even with its absurdities.Beekeeper seems like a John Wick movie - I acknowledge the similarities, but it's purely for entertainment, nothing beyond that!"
"7","A Stupid Fun Action Movie","https://www.imdb.com/review/rw9600856/?ref_=tt_urv","joshgcobbjc","3 February 2024","If you're looking for something intelligent this is not your movie. If you're looking for mindless entertainment this is a perfect movie for you. Jason Statham does his usual bald British tough guy thing. This may not be groundbreaking, however as usual it is entertaining to watch him beat up FBI agents and criminals alike. Josh Hutcherson does surprisingly well as the movies villain. He does a very good job of playing a spoiled rich doosh bag that manages to get into WAY over his head. Several famous actors of yesteryear make appearances just to not do much and disappear after one or two scenes. There is also one major plot thread that is just dropped about halfway through the movie. Over all I feel pretty confident giving this movie a seven out of ten."
"8","Ulee's Gold II: The Bee's Knees. This Honey Is Hardcore!","https://www.imdb.com/review/rw9559034/?ref_=tt_urv","RightOnDaddio","13 January 2024","There is so much to like about this movie.It's got Minnie Driver in it. She's been driving a path to my heart for, yikes, thirty years now.Josh Hutcherson is a villain. And a darn good one.He's likable, funny, stupid and despicable all at once and it is lovely to see.He takes full advantage of his role and the audience in full reaps the benefits.This movie has cinematic testosterone with a capital T squeezed right from the glorious 1980's and butt-kicking with a capital B.They pair together rather nicely as they often do.The kills are plenty and plenty creative.Director David Ayer doing what he always does best.And Jeremy Irons stepping in and classing up the joint.This is a most welcome original theatrical release for January.It's not a comic book movie or a Star Wars movie.It's not a reboot, sequel or prequel.It's Jason Statham doing Jason Statham things.And it is a blast to watch on the big screen.I also highly recommend another Beekeeper film, Ulee's Gold (1997) starring Peter Fonda. It too, is quite buzz worthy."
"7","Statham always make it a fun ride!","https://www.imdb.com/review/rw9598276/?ref_=tt_urv","npvarley","1 February 2024","This a fairly generic action flick with a decent cast. It's quite well shot, the action scenes are well choreographed and there's a satisfyingly unlikable baddie.Statham always put in entertaining performances and he's got a cheeky chappy approach to most of his roles that always keeps it witty. Like he knows that we know that he's having a great time. He doesn't take himself too seriously and knows exactly what he's good at.The supporting cast do a decent job and the movie reaches a satisfying conclusion. I daresay a Beekeeper sequel would be pretty entertaining, too!Worth a couple of hours of your time!"
"1","Comedy!","https://www.imdb.com/review/rw9589848/?ref_=tt_urv","Venticap76","28 January 2024","I could not believe I was watching film rated 6.7 out of 10! This is a hideous parody on an action flick! The attempt to follow Equalizer!Jason Stratham did what he was suppose to do, the rest of the cast doesn't know what acting is.Such a disappointment! At some points I thought I was watching really bad version of Suicide Squad!I don't know how Jerome Irons agreed to be in it!Please avoid watching it. It is not a film for movie theaters nor it is for home viewing! I wanted to hold on to something but could not.If you have not seeing Equalizer 3, please watch it! Masterpiece in comparison!"
"6","I am getting to old for these","https://www.imdb.com/review/rw9671573/?ref_=tt_urv","rogerlahaye","11 March 2024","I watch these payback slash revenge movies now literally 45+ years and knowing beforehand I am way to old for this I watch them anyways but only with my finger on the fast forward trigger at home. When first seeing Lock Stock... I never would have guessed he'd become the next big action star, a time when Willis was still going strong. So kuddos to him. I really like the guy but in this movie you see that also he, even when he is younger than me, is getting to old for this kind of hands on simplicity. It clearly misses the intreguing intelligence of 'Wrath Of Man' which suits Statham more in this age phase. In two scenes I really laughed out loud because of the ridiculousness. For the fun of it I assume it to be intentionally so a big hive five plus 1 because I like the guy."
"6","Weak film.","https://www.imdb.com/review/rw9572141/?ref_=tt_urv","eugabrieldacosta","19 January 2024","The movie, at times, loses itself in secondary plots, diverting us from what truly matters - the action led by the hero. This leaves us eager for the central character's return.Though the story echoes films like John Wick, it fails to capture the same striking essence. It resides in predictability, unable to secure a place in cinematic memory.The action scenes are good but not exceptional. The actors shine in fights, yet the excitement falls short of expectations.Overall, it's an action film that oscillates between captivating and monotonous moments. The first act is promising, the second disappoints, while the third redeems some of the lost brilliance."
"6","Some simple trainIng in computer anti fraud and scamming and all this ........","https://www.imdb.com/review/rw9595503/?ref_=tt_urv","elidav","30 January 2024","Some simple training in how to thwart and or ignore computer scammers and all this violence could have been avoided !Then again what fun would that be...reminded me of Mel Gibson in Payback mixed with. American greed and Wall Street.meets Dirty Money !Some simple training in how to thwart and or ignore computer scammers and all this violence could have been avoided !Then again what fun would that be...reminded me of Mel Gibson in Payback mixed with. American greed and Wall Street.meets Dirty Money !Some simple training in how to thwart and or ignore computer scammers and all this violence could have been avoided !Then again what fun would that be...reminded me of Mel Gibson in Payback mixed with. American greed and Wall Street.meets Dirty Money !"
"1","Fight - make money - Repeat","https://www.imdb.com/review/rw9594939/?ref_=tt_urv","petercarlsson-92297","30 January 2024","Jason Statham does the same movie - again - that he's been doing the last 20 years. This time without a script. They just stacked a number of fight and action scenes on top of each other, then called it a movie.Statham has done a few rather good movies like this. For example ""Homefront"". That movie had a script and good acting. But this... What is this? Is it made for teenage boys? For adults? For girls? Boys? I don't know, but the result is nothing new, nothing thrilling and nothing fun.So what do we got. Well, that's a really good question. The problem is that there's very, very hard to find a good answer."
"10","10 to10 and there is a reason","https://www.imdb.com/review/rw9623595/?ref_=tt_urv","pantosjimmy","15 February 2024","The film is great. Is an action film and of course the action films never get 10 to 10 score because of the subject.But this movie does something different, exposes politics corruption and internet scams. Yes, Jason Statham is the hero of the movie. I'm the film of course he is invisible and immortal but he's a hero who saves the humanity, and this time we need some heroes, to find heroes we can be heroes so we can have hope.It is a great action movie, i suggest to everyone to watch it . The plot is good, performances are great and doesn't make you tired but can make you think.Many internet scams are around and this movie shows how easy an older age person can be scammed and lose what achieved in the life time. I suggest to watch it!"
"7","fast forward to Jason","https://www.imdb.com/review/rw9598791/?ref_=tt_urv","viruz1983","1 February 2024","I'm sure Jason was having all the fun he could while saying all that stupid bee dialogs with a stone cold face :) but that's the fun of this movie, it's like a modern version of Commando with Schwartz:
""Matrix, what have you left for us? Bodies.""But all the scenes without Jason, and first of all - the whole line with the FBI agent - complete garbage, she is pointless, pathetic, boring, and stupid dialogues in her performance - sound really stupid. Cut her character out of the plot - nothing would change, she doesn't participate in its development at all.Bottom line, if you somewhere near 40, Sly and Arny were your idols in childhood, and muscular men with a minimum of dialog, but a huge charisma warm your heart - it's safe to watch, especially skipping characters - fillers."
"2","Almost unexplainably bad","https://www.imdb.com/review/rw9588685/?ref_=tt_urv","TheNamelessCzar","27 January 2024","This may be one of the worst movies I've ever seen in the theater. I should've known better knowing I was going to see a Jason Statham movie. He has no talent, and he simply is known for his name and his action/fighting skills. But the reviews were so good! Apparently, the reviewers were paid off. The plot is ridiculous, and the acting skills were as bad as a high school drama club,. At times, I felt like I was watching ann episode of NOVA learning all sorts of things about bees. Statham has one facial expression in the movie, and it looks like boredom. Never again will I see on of his movie sin the theater... I'll wait to bore myself at home when it comes on streaming instead."
"8","Best action movie I've seen in a while!!","https://www.imdb.com/review/rw9595617/?ref_=tt_urv","leonmessyb","31 January 2024","This film was highly entertaining basically from start to finish!! GREAT fight scenes, great casting and great action all round!!! If you're looking for deep, meaningful writing with cryptic messaging and artistic imagery then this isn't for you. If you're looking for pure adrenaline, high energy, fast-paced action, then be ready to be satisfied!!!This film delivers on everything action wise. Great fight scenes, explosions, creative ways of killing people, interesting characters and no real dull moments. The time flew by watching this movie!! Felt like it was only an hour, I was that engaged. All I can say is I highly recommend and ENJOY!!"
